documento_id,questao,resposta_transcrita,url_resolucao,data_consulta,agente,situacao_conferencia,observacoes
ita-2026-fisica-2fase,3,"a) P_R = Mgcosθ + Mω²(L−2a)/2; b) θ = arccos(−ω²(L−2a)/(2g)), válido para a < L/2",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-3-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-fisica-2fase,4,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-4-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria",A fonte considera a própria questão possivelmente inválida/anulável; não há resultado confiável para transcrever. | evidência: a própria resolução do Poliedro declara: 'a premissa fundamental da questão... não é verdadeira... sugerimos a anulação da questão'
ita-2026-fisica-2fase,5,a) W = 70(M₁−M₂)gαL; b) η = (M₁−M₂)gαL / [ρ_H2O·V·c_H2O + (m/M_Cu)·3R + M₁gαL + (m·g·α·L)/2],https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-5-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-fisica-2fase,6,"a) L = 85 cm; b) G = 16 em módulo (com sinal, G = −16), imagem invertida; c) imagem real, invertida, menor, a 5,2 cm da ocular",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-6-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2026-fisica-2fase,7,a) I_final = I₀·x^(N+1)·cos²ᴺ(φ/N); b) r = √(P / (πI₀·x^(N+1)·cos²ᴺ(φ/N))),https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-7-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-fisica-2fase,8,a) P_mín = 35 W; b) Δt = (56/25)π²·10⁻⁶ s,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-8-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-fisica-2fase,9,a) d = 600√2 nm; b) y' = 20√14/7 cm,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-9-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b (conferidos também por captura de tela)"
ita-2026-fisica-2fase,10,"a) t_Terra ≈ 12,1 anos; b) t_nave2 = 9,675 anos",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-10-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-quimica-2fase,1,"a) [ácido]Sol.2 = 0,4 mol/L; b) [ácido]Sol.1 = 2,0 mol/L; c) [base]Sol.3 = 2,1×10⁻² mol/L",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-1-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2026-quimica-2fase,2,"a) V(O₂) ≈ 0,611 L; b) [H₂O₂] em 5 min ≈ 0,353 mol/L",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-2-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-quimica-2fase,3,"a) Δt ≈ 553,6 s; b) [A⁺]eq = 6,135×10⁻³ mol/L; [B⁻]eq = 1,655×10⁻³ mol/L",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-3-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-quimica-2fase,4,"a) massa de oxalato = 5,57 g; b) n = 9",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-4-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2026-quimica-2fase,5,"a) 3 arranjos: [CNS]⁻, [NCS]⁻, [CSN]⁻; b) trigonal planar: BF₃, BH₃ ou SO₃; pirâmide trigonal: NH₃ ou NF₃; c) C₆H₅F; d) ordem crescente de ponto de ebulição: H₂S < CH₃OH < H₂O",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-5-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Item c) pede estruturas moleculares desenhadas; publicada apenas a fórmula molecular do produto principal (C₆H₅F), sem o desenho. | evidência: resolução, itens a, b, c e d"
ita-2026-quimica-2fase,6,a) Reação 1: não favorece os produtos; b) Reação 2: não favorece os produtos; c) Reação 3: favorece os produtos,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-6-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2026-quimica-2fase,7,"a) cátodo: 2H₂O + 2e⁻ → H₂ + 2OH⁻; ânodo: 2H₂O → O₂ + 4H⁺ + 4e⁻; b) E = 530,4 kJ; c) n ≈ 1,36×10⁻² mol; d) ≈1,5 GJ (1.498.380 kJ); e) λ = 835 nm",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-7-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a a e"
ita-2026-quimica-2fase,8,"a) 15CH₄(g) + 30O₂(g) → 15CO₂(g) + 30H₂O(g), ΔH = −800 kJ/mol CH₄; b) m(CH₄) = 240 g, m(O₂) = 960 g; c) m(CH₄) = 0,64 g; d) m(CH₄) = 200 g",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-8-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b, c e d"
ita-2026-quimica-2fase,9,"a) espécies principais: H⁺, SO₄²⁻, Cu²⁺, K⁺, Cr₂O₇²⁻ (traços: OH⁻, HSO₄⁻, CrO₄²⁻); b) Pt₁ (polo −) atrai Cu²⁺ (azul); Pt₂ (polo +) atrai Cr₂O₇²⁻ (alaranjado); c) Pt₁ = catodo: 2H⁺ + 2e⁻ → H₂; Pt₂ = anodo: 2H₂O → O₂ + 4H⁺ + 4e⁻; d) P₁ = polo −, P₂ = polo +; elétrons de P₁ para P₂; corrente convencional de P₂ para P₁",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-9-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b, c e d"
ita-2026-quimica-2fase,10,a) X = 226; b) Z = 86; c) 3 partículas alfa,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-2-29-10-2025-2-fase-dia-2/dissertativa-10-quimica-2-fase-dia-2-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2025-matematica-2fase,1,a = -1 e b = 3,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2025-matematica-2fase,2,r = √3,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-2-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, última linha (conferida por captura de tela)"
ita-2025-matematica-2fase,3,sen(α+β) = (√7 + 5)/8,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-3-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2025-matematica-2fase,4,r_A = 15√3,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-4-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2025-matematica-2fase,5,5,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-5-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, duas soluções alternativas convergem para o primeiro algarismo = 5"
ita-2025-matematica-2fase,6,n = 6 ou n = 7,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-6-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2025-matematica-2fase,7,"a = 3·⁴√2/2 e b = -⁴√8/2, ou a = -3·⁴√2/2 e b = ⁴√8/2",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-7-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final (conferida por captura de tela ampliada)"
ita-2025-matematica-2fase,8,1013,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-8-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, última linha"
ita-2025-matematica-2fase,9,3840,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-9-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, última linha (2⁵·5!)"
ita-2025-matematica-2fase,10,4√3,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-1-matematica-05-11-2024-2-fase-dia-1/dissertativa-10-matematica-2-fase-dia-1-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, última linha"
ita-2025-fisica-2fase,1,a) φ₀ = h/(2e); b) R = h/(2π·m_e·β·c),https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-1-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-fisica-2fase,2,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-2-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Fórmulas finais (F0, T) complexas demais para transcrição fiel sem risco de erro de notação. | evidência: resolução apresenta fórmulas longas com potências/somatórios em série geométrica que não puderam ser transcritas com segurança a partir da renderização disponível"
ita-2025-fisica-2fase,3,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-3-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Notação complexa e captura incompleta; não transcrito por prudência. | evidência: resolução com fórmulas extensas (N', F) cuja renderização disponível cortou parte do conteúdo à direita"
ita-2025-fisica-2fase,4,a) v₁ = m·v·senα / (M·sen(θ+α)); c) M/m = 20,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-4-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Item b) (fórmula de δ) não incluído por notação complexa/ambígua; remeter à fonte. | evidência: resolução, itens a e c"
ita-2025-fisica-2fase,5,a) v_e = v₁·(d₁/d₂)²; b) d₂ = √[(M_v·v₁·d₁²·√(R_T+h)) / ((M_v+m)·√(GM_T) − v₀·√(R_T+h))],https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-5-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-fisica-2fase,6,"a) K_eq = 2K₁K₂/(K₁+K₂); b) fluxo de calor φ ≈ 136,3 kW; potência do refrigerador de Carnot ≈ 187,4 kW",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-6-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-fisica-2fase,7,a) I₁ = I₀ e I₂ = 0; b) I₁ = (I₀/2)(1+cosφ) e I₂ = (I₀/2)(1−cosφ),https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-7-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Item c) é pergunta conceitual (interpretação quântica), sem resultado curto separável; não incluído. | evidência: resolução, itens a e b"
ita-2025-fisica-2fase,8,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-8-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria",Notação da fórmula final de ω ambígua; não transcrito por prudência. | evidência: resolução com fórmula final envolvendo radicais e expoentes aninhados de leitura ambígua na renderização disponível
ita-2025-fisica-2fase,9,B = mg(d₂−d₁) / (ℓ·L·(i₂−i₁)); numericamente B ≈ 7×10⁻⁴ T,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-9-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2025-fisica-2fase,10,"a) E₁ = 13,6 eV; E₂ = 54,4 eV; E₃ = 870,4 eV; b) v = 3c/5; E₁' = 27,2 eV; variação percentual = 100%",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-3-fisica-07-11-2024-2-fase-dia-3/dissertativa-10-fisica-2-fase-dia-3-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-quimica-2fase,1,"a) fórmula empírica: C₃H₆O; b) M = 58 g/mol, fórmula molecular: C₃H₆O",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-1-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Item c) pede fórmulas estruturais dos isômeros apresentadas apenas como desenho (imagem), sem texto equivalente; não incluído. | evidência: resolução, itens a e b"
ita-2025-quimica-2fase,2,"a) B_eq = 0,5 mol/L e C_eq = 1 mol/L; b) y = 2 mol; c) B_eq = C_eq = 2 mol/L",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-2-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2025-quimica-2fase,3,"b) não há transformação do mercúrio, pois ele não vaporiza a 357°C; c) o nível de Hg em B desce; d) o nível de Hg em C sobe",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-3-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens b, c e d"
ita-2025-quimica-2fase,4,"a) massa molar média = 18,8 g/mol; b) Q = 1507,96 kJ; c) massa de gás natural = 27,87 g",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-4-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2025-quimica-2fase,5,a) Δt ≅ 1513 anos; b) contaminação de madeira nova = 40%,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-5-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-quimica-2fase,6,"a) equação global balanceada: 2K₂Cr₂O₇ + 3C₂H₅OH + 8H₂SO₄ → 2Cr₂(SO₄)₃ + 2K₂SO₄ + 3CH₃COOH + 11H₂O; b) concentração de etanol na aferição = 0,072 mg/L, superior ao limite de 0,05 mg/L",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-6-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-quimica-2fase,7,"a) RCOOH + NaHCO₃ → RCOO⁻Na⁺ + H₂O + CO₂; ROH + NaOH → RO⁻Na⁺ + H₂O; RNH₂ + HCl → RNH₃⁺Cl⁻; b) na 1ª etapa extrai-se o ácido carboxílico; na 2ª, o fenol; na 3ª, a amina; o éster permanece isolado na fase etérea",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-7-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b"
ita-2025-quimica-2fase,8,"a) C+D → A+B, ΔH = −150 kJ/mol; b) ΔH = +100 kJ/mol; c) ΔS ≅ −3 kJ/(K·mol)",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-8-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2025-quimica-2fase,9,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-9-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Questão descritiva sem resultado curto separável. | evidência: resolução é inteiramente explicativa (mecanismo de migração iônica e mudança de cor ao longo do tempo), sem resultado numérico ou curto separável"
ita-2025-quimica-2fase,10,"a) catodo: AgCl + e⁻ → Ag + Cl⁻; anodo: 2Cl⁻ → Cl₂ + 2e⁻; b) reação global: 2AgCl(s) → 2Ag(s) + Cl₂(g); c) Δm(anodo) = 0 g; Δm(catodo) = 0,354 g",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2025/ita-2-fase-dia-2-quimica-06-11-2024-2-fase-dia-2/dissertativa-10-quimica-2-fase-dia-2-ita-2025,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2024-matematica-2fase,1,n = 4,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,2,32 caminhos possíveis,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2024-matematica-2fase,3,-4 < x < -1/4 ou 1/4 < x < 4,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,4,-1 < b < 1,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,5,"Raízes: 1+√6i, 1−√6i, 1+√3 e 1−√3",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,6,AB = 4√161/5,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final"
ita-2024-matematica-2fase,7,(x − 4 − √6)² + (y − 3 + √6)² = 22 + 8√6,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,8,Área = 483/64,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,9,Área = 4√5,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-matematica-2fase,10,tg((α+β)/2) = (1+√5)/2; tg((α−β)/2) = √5/5; tg((α−β)/2)/tg((α+β)/2) = (5−√5)/10,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-1-05-11-2023-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, três resultados destacados em caixas"
ita-2024-fisica-2fase,1,"a) N₁ = (M+m)g/3 + Mg√3(2R−L)/(3ℓ), em que ℓ é o lado do triângulo equilátero; b) 2R < L ≤ (1+m/M)·ℓ√3/3 + 2R",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-02-08-11-2023-2-fase-dia-2/dissertativa-1-fisica-2-fase-dia-2-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a e b, resultados destacados em caixas"
ita-2024-fisica-2fase,2,F = Mg√15,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-02-08-11-2023-2-fase-dia-2/dissertativa-1-fisica-2-fase-dia-2-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final destacado em caixa"
ita-2024-fisica-2fase,3,a) T = 2π√(m/k); b) ω = √(2k/m); c) x_A = (qE/4k)[1−cos(√(2k/m)·t)] + (qE/4m)t²; x_B = ℓ₀ + (qE/4k)[cos(√(2k/m)·t)−1] + (qE/4m)t²,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-02-08-11-2023-2-fase-dia-2/dissertativa-1-fisica-2-fase-dia-2-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, itens a, b e c"
ita-2024-fisica-2fase,4,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2024/ita-2-fase-dia-02-08-11-2023-2-fase-dia-2/dissertativa-1-fisica-2-fase-dia-2-ita-2024#exam-downloads,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria",Divergência entre duas resoluções alternativas apresentadas pela própria fonte; não escolhido qual está correta. | evidência: a resolução apresenta DUAS soluções ('Resolução' e 'Resolução alternativa') que chegam a fórmulas diferentes (com fator 2 de diferença) para h e Δh — divergência da própria fonte
